city,date,pm25_daily_avg,is_exceedance
Ahmedabad,2015-01-29,83.133,1
Ahmedabad,2015-01-30,79.843,1
Ahmedabad,2015-01-31,94.517,1
Ahmedabad,2015-02-01,135.989,1
Ahmedabad,2015-02-02,178.332,1
Ahmedabad,2015-02-03,139.703,1
Ahmedabad,2015-02-04,80.65,1
Ahmedabad,2015-02-05,58.362,0
Ahmedabad,2015-02-06,79.293,1
Ahmedabad,2015-02-07,88.698,1
Ahmedabad,2015-02-08,74.284,1
Ahmedabad,2015-02-09,113.928,1
Ahmedabad,2015-02-10,105.386,1
Ahmedabad,2015-02-11,62.466,1
Ahmedabad,2015-02-12,65.04,1
Ahmedabad,2015-02-13,103.36,1
Ahmedabad,2015-02-14,177.326,1
Ahmedabad,2015-02-15,113.246,1
Ahmedabad,2015-02-16,99.702,1
Ahmedabad,2015-02-17,80.615,1
Ahmedabad,2015-02-18,100.789,1
Ahmedabad,2015-02-19,107.985,1
Ahmedabad,2015-02-20,140.287,1
Ahmedabad,2015-02-21,259.637,1
Ahmedabad,2015-02-22,142.957,1
Ahmedabad,2015-02-23,238.406,1
Ahmedabad,2015-02-24,118.716,1
Ahmedabad,2015-03-02,60.775,1
Ahmedabad,2015-03-03,91.828,1
Ahmedabad,2015-03-04,93.876,1
Ahmedabad,2015-03-08,71.557,1
Ahmedabad,2015-03-09,119.803,1
Ahmedabad,2015-03-10,106.712,1
Ahmedabad,2015-03-11,118.49,1
Ahmedabad,2015-03-12,106.005,1
Ahmedabad,2015-03-13,97.341,1
Ahmedabad,2015-03-14,83.917,1
Ahmedabad,2015-03-15,49.511,0
Ahmedabad,2015-03-16,30.762,0
Ahmedabad,2015-03-17,49.4,0
Ahmedabad,2015-03-18,57.685,0
Ahmedabad,2015-03-19,105.055,1
Ahmedabad,2015-03-20,94.097,1
Ahmedabad,2015-03-21,111.891,1
Ahmedabad,2015-03-22,108.587,1
Ahmedabad,2015-03-23,130.756,1
Ahmedabad,2015-03-24,143.554,1
Ahmedabad,2015-03-25,165.067,1
Ahmedabad,2015-03-26,166.85,1
Ahmedabad,2015-03-27,147.378,1
Ahmedabad,2015-03-28,158.249,1
Ahmedabad,2015-03-29,237.765,1
Ahmedabad,2015-03-30,133.375,1
Ahmedabad,2015-03-31,133.301,1
Ahmedabad,2015-04-01,92.703,1
Ahmedabad,2015-04-02,77.691,1
Ahmedabad,2015-04-03,53.066,0
Ahmedabad,2015-04-06,120.961,1
Ahmedabad,2015-04-07,138.628,1
Ahmedabad,2015-04-08,144.364,1
Ahmedabad,2015-04-11,61.063,1
Ahmedabad,2015-04-12,39.424,0
Ahmedabad,2015-04-13,113.034,1
Ahmedabad,2015-04-14,58.902,0
Ahmedabad,2015-04-15,93.842,1
Ahmedabad,2015-04-16,141.304,1
Ahmedabad,2015-04-18,109.479,1
Ahmedabad,2015-04-19,126.041,1
Ahmedabad,2015-04-20,65.598,1
Ahmedabad,2015-04-21,97.873,1
Ahmedabad,2015-04-24,80.903,1
Ahmedabad,2015-04-25,103.293,1
Ahmedabad,2015-04-26,107.496,1
Ahmedabad,2015-04-29,138.415,1
Ahmedabad,2015-04-30,129.04,1
Ahmedabad,2015-05-01,96.648,1
Ahmedabad,2015-05-02,126.771,1
Ahmedabad,2015-05-03,106.154,1
Ahmedabad,2015-05-04,86.308,1
Ahmedabad,2015-05-05,83.99,1
Ahmedabad,2015-05-06,65.111,1
Ahmedabad,2015-05-07,51.026,0
Ahmedabad,2015-05-08,38.725,0
Ahmedabad,2015-05-09,61.123,1
Ahmedabad,2015-05-10,58.435,0
Ahmedabad,2015-05-11,61.49,1
Ahmedabad,2015-05-12,65.387,1
Ahmedabad,2015-05-13,100.923,1
Ahmedabad,2015-05-14,97.48,1
Ahmedabad,2015-05-15,129.269,1
Ahmedabad,2015-05-16,129.576,1
Ahmedabad,2015-05-17,100.573,1
Ahmedabad,2015-05-18,130.345,1
Ahmedabad,2015-05-19,53.242,0
Ahmedabad,2015-05-23,38.875,0
Ahmedabad,2015-05-24,46.892,0
Ahmedabad,2015-05-25,70.962,1
Ahmedabad,2015-05-26,53.657,0
Ahmedabad,2015-05-27,45.487,0
Ahmedabad,2015-05-29,51.93,0
Ahmedabad,2015-05-30,77.867,1
Ahmedabad,2015-05-31,57.589,0
Ahmedabad,2015-06-01,77.224,1
Ahmedabad,2015-06-02,45.289,0
Ahmedabad,2015-06-03,103.781,1
Ahmedabad,2015-06-04,25.142,0
Ahmedabad,2015-06-05,87.028,1
Ahmedabad,2015-06-06,89.596,1
Ahmedabad,2015-06-07,80.688,1
Ahmedabad,2015-06-08,44.751,0
Ahmedabad,2015-06-09,38.105,0
Ahmedabad,2015-06-10,45.505,0
Ahmedabad,2015-06-11,36.982,0
Ahmedabad,2015-06-12,43.585,0
Ahmedabad,2015-06-13,45.488,0
Ahmedabad,2015-06-14,38.055,0
Ahmedabad,2015-06-15,45.414,0
Ahmedabad,2015-06-16,37.711,0
Ahmedabad,2015-06-17,32.374,0
Ahmedabad,2015-06-18,34.742,0
Ahmedabad,2015-06-19,32.556,0
Ahmedabad,2015-06-20,29.276,0
Ahmedabad,2015-06-21,20.463,0
Ahmedabad,2015-06-22,26.066,0
Ahmedabad,2015-06-23,21.426,0
Ahmedabad,2015-06-24,11.908,0
Ahmedabad,2015-06-25,57.748,0
Ahmedabad,2015-06-26,66.39,1
Ahmedabad,2015-06-27,62.612,1
Ahmedabad,2015-06-28,47.505,0
Ahmedabad,2015-06-29,143.692,1
Ahmedabad,2015-06-30,30.004,0
Ahmedabad,2015-07-01,4.658,0
Ahmedabad,2015-07-02,48.721,0
Ahmedabad,2015-07-03,49.697,0
Ahmedabad,2015-07-04,48.1,0
Ahmedabad,2015-07-05,47.434,0
Ahmedabad,2015-07-06,51.745,0
Ahmedabad,2015-07-07,42.684,0
Ahmedabad,2015-07-08,38.448,0
Ahmedabad,2015-07-09,46.687,0
Ahmedabad,2015-07-10,55.268,0
Ahmedabad,2015-07-11,149.03,1
Ahmedabad,2015-07-12,86.565,1
Ahmedabad,2015-07-13,111.767,1
Ahmedabad,2015-07-14,151.398,1
Ahmedabad,2015-07-15,52.085,0
Ahmedabad,2015-07-16,65.369,1
Ahmedabad,2015-07-17,56.074,0
Ahmedabad,2015-07-18,48.167,0
Ahmedabad,2015-07-19,33.559,0
Ahmedabad,2015-07-22,57.107,0
Ahmedabad,2015-07-23,34.724,0
Ahmedabad,2015-07-24,29.217,0
Ahmedabad,2015-07-25,29.794,0
Ahmedabad,2015-07-26,59.948,0
Ahmedabad,2015-07-27,19.205,0
Ahmedabad,2015-07-28,19.518,0
Ahmedabad,2015-07-29,35.161,0
Ahmedabad,2015-07-30,33.029,0
Ahmedabad,2015-07-31,40.951,0
Ahmedabad,2015-08-01,40.292,0
Ahmedabad,2015-08-02,41.163,0
Ahmedabad,2015-08-03,36.125,0
Ahmedabad,2015-08-04,28.508,0
Ahmedabad,2015-08-05,31.595,0
Ahmedabad,2015-08-06,42.556,0
Ahmedabad,2015-08-07,48.123,0
Ahmedabad,2015-08-08,37.091,0
Ahmedabad,2015-08-09,33.398,0
Ahmedabad,2015-08-10,38.64,0
Ahmedabad,2015-08-11,40.49,0
Ahmedabad,2015-08-12,41.367,0
Ahmedabad,2015-08-13,44.561,0
Ahmedabad,2015-08-14,65.676,1
Ahmedabad,2015-08-15,33.337,0
Ahmedabad,2015-08-16,39.175,0
Ahmedabad,2015-08-17,34.004,0
Ahmedabad,2015-08-18,36.377,0
Ahmedabad,2015-08-19,38.345,0
Ahmedabad,2015-08-20,35.904,0
Ahmedabad,2015-08-21,39.609,0
Ahmedabad,2015-08-22,61.794,1
Ahmedabad,2015-08-23,43.225,0
Ahmedabad,2015-08-24,33.406,0
Ahmedabad,2015-08-25,36.905,0
Ahmedabad,2015-08-26,36.361,0
Ahmedabad,2015-08-27,32.637,0
Ahmedabad,2015-08-28,38.233,0
Ahmedabad,2015-08-29,39.86,0
Ahmedabad,2015-08-30,72.743,1
Ahmedabad,2015-08-31,43.204,0
Ahmedabad,2015-09-01,63.195,1
Ahmedabad,2015-09-02,64.727,1
Ahmedabad,2015-09-03,65.283,1
Ahmedabad,2015-09-04,67.864,1
Ahmedabad,2015-09-05,52.4,0
Ahmedabad,2015-09-06,33.33,0
Ahmedabad,2015-09-07,29.516,0
Ahmedabad,2015-09-10,50.242,0
Ahmedabad,2015-09-11,61.774,1
Ahmedabad,2015-09-12,46.927,0
Ahmedabad,2015-09-13,43.007,0
Ahmedabad,2015-09-14,42.064,0
Ahmedabad,2015-09-15,44.936,0
Ahmedabad,2015-09-16,29.58,0
Ahmedabad,2015-09-17,32.148,0
Ahmedabad,2015-09-18,36.326,0
Ahmedabad,2015-09-22,59.288,0
Ahmedabad,2015-09-23,65.315,1
Ahmedabad,2015-09-24,47.393,0
Ahmedabad,2015-09-25,43.877,0
Ahmedabad,2015-09-26,28.346,0
Ahmedabad,2015-09-27,3.594,0
Ahmedabad,2015-09-28,3.542,0
Ahmedabad,2015-09-29,15.645,0
Ahmedabad,2015-09-30,69.117,1
Ahmedabad,2015-10-01,77.817,1
Ahmedabad,2015-10-02,102.493,1
Ahmedabad,2015-10-03,127.939,1
Ahmedabad,2015-10-04,87.176,1
Ahmedabad,2015-10-05,99.727,1
Ahmedabad,2015-10-06,84.147,1
Ahmedabad,2015-10-07,92.118,1
Ahmedabad,2015-10-08,94.016,1
Ahmedabad,2015-10-09,150.27,1
Ahmedabad,2015-10-10,118.911,1
Ahmedabad,2015-10-11,91.413,1
Ahmedabad,2015-10-12,93.424,1
Ahmedabad,2015-10-13,133.432,1
Ahmedabad,2015-10-14,90.715,1
Ahmedabad,2015-10-15,108.678,1
Ahmedabad,2015-10-16,98.791,1
Ahmedabad,2015-10-17,145.752,1
Ahmedabad,2015-10-18,179.434,1
Ahmedabad,2015-10-19,179.281,1
Ahmedabad,2015-10-22,64.663,1
Ahmedabad,2015-10-23,78.138,1
Ahmedabad,2015-10-24,100.167,1
Ahmedabad,2015-10-25,147.353,1
Ahmedabad,2015-10-28,89.637,1
Ahmedabad,2015-10-29,51.724,0
Ahmedabad,2015-10-30,54.593,0
Ahmedabad,2015-11-05,201.092,1
Ahmedabad,2016-06-28,27.288,0
Ahmedabad,2016-06-29,41.431,0
Ahmedabad,2016-06-30,30.159,0
Ahmedabad,2016-07-01,29.418,0
Ahmedabad,2016-07-02,20.874,0
Ahmedabad,2016-07-03,35.081,0
Ahmedabad,2016-07-04,40.232,0
Ahmedabad,2016-07-05,54.252,0
Ahmedabad,2016-07-14,38.133,0
Ahmedabad,2016-07-15,36.467,0
Ahmedabad,2016-07-16,40.9,0
Ahmedabad,2016-07-17,34.192,0
Ahmedabad,2016-07-18,32.923,0
Ahmedabad,2016-07-19,41.39,0
Ahmedabad,2016-07-20,31.708,0
Ahmedabad,2016-07-21,33.475,0
Ahmedabad,2016-07-22,30.8,0
Ahmedabad,2016-07-23,30.581,0
Ahmedabad,2016-07-24,34.64,0
Ahmedabad,2016-07-25,43.708,0
Ahmedabad,2016-07-26,46.025,0
Ahmedabad,2016-07-27,36.535,0
Ahmedabad,2016-07-28,36.867,0
Ahmedabad,2016-07-29,46.194,0
Ahmedabad,2016-07-30,48.438,0
Ahmedabad,2016-07-31,40.179,0
Ahmedabad,2016-08-01,33.504,0
Ahmedabad,2016-08-02,29.363,0
Ahmedabad,2016-08-03,44.585,0
Ahmedabad,2016-08-04,50.654,0
Ahmedabad,2016-08-08,93.338,1
Ahmedabad,2016-08-09,38.062,0
Ahmedabad,2016-08-10,20.193,0
Ahmedabad,2016-08-11,10.453,0
Ahmedabad,2016-08-12,29.875,0
Ahmedabad,2016-08-13,60.178,1
Ahmedabad,2016-08-14,85.099,1
Ahmedabad,2016-08-15,55.555,0
Ahmedabad,2016-08-16,170.215,1
Ahmedabad,2016-08-17,35.049,0
Ahmedabad,2016-08-18,37.679,0
Ahmedabad,2016-08-19,32.778,0
Ahmedabad,2016-08-20,53.499,0
Ahmedabad,2016-08-21,48.243,0
Ahmedabad,2016-08-22,63.274,1
Ahmedabad,2016-08-23,40.43,0
Ahmedabad,2016-08-24,31.147,0
Ahmedabad,2016-08-25,33.76,0
Ahmedabad,2016-08-26,35.949,0
Ahmedabad,2016-08-27,58.069,0
Ahmedabad,2016-08-28,46.038,0
Ahmedabad,2016-08-29,52.265,0
Ahmedabad,2016-08-30,46.681,0
Ahmedabad,2016-08-31,44.59,0
Ahmedabad,2016-09-01,30.81,0
Ahmedabad,2016-09-02,47.666,0
Ahmedabad,2016-09-03,35.691,0
Ahmedabad,2016-09-04,36.443,0
Ahmedabad,2016-09-05,33.828,0
Ahmedabad,2016-09-06,34.229,0
Ahmedabad,2016-09-07,52.148,0
Ahmedabad,2016-09-08,35.99,0
Ahmedabad,2016-09-09,37.933,0
Ahmedabad,2016-09-10,31.938,0
Ahmedabad,2016-09-11,18.038,0
Ahmedabad,2016-09-13,36.514,0
Ahmedabad,2016-09-14,55.705,0
Ahmedabad,2016-09-15,57.005,0
Ahmedabad,2016-09-16,53.943,0
Ahmedabad,2016-09-17,49.336,0
Ahmedabad,2016-09-22,39.425,0
Ahmedabad,2016-09-23,42.332,0
Ahmedabad,2016-09-24,26.748,0
Ahmedabad,2016-09-25,34.162,0
Ahmedabad,2016-09-26,30.067,0
Ahmedabad,2016-09-27,25.54,0
Ahmedabad,2016-09-28,38.467,0
Ahmedabad,2016-09-29,41.14,0
Ahmedabad,2016-09-30,38.104,0
Ahmedabad,2016-10-01,27.219,0
Ahmedabad,2016-10-02,41.807,0
Ahmedabad,2016-10-03,75.03,1
Ahmedabad,2016-10-06,75.058,1
Ahmedabad,2016-10-07,85.361,1
Ahmedabad,2016-10-08,124.972,1
Ahmedabad,2016-10-09,86.634,1
Ahmedabad,2016-10-10,70.342,1
Ahmedabad,2016-10-11,50.488,0
Ahmedabad,2016-10-12,42.255,0
Ahmedabad,2016-10-13,42.675,0
Ahmedabad,2016-10-14,138.94,1
Ahmedabad,2016-10-15,155.68,1
Ahmedabad,2016-10-16,120.353,1
Ahmedabad,2016-10-17,140.809,1
Ahmedabad,2016-10-18,87.088,1
Ahmedabad,2016-10-19,83.565,1
Ahmedabad,2016-10-20,75.411,1
Ahmedabad,2016-10-21,106.859,1
Ahmedabad,2016-10-22,96.53,1
Ahmedabad,2016-10-23,76.965,1
Ahmedabad,2016-10-24,73.055,1
Ahmedabad,2016-10-25,73.231,1
Ahmedabad,2016-10-26,109.215,1
Ahmedabad,2016-10-27,122.625,1
Ahmedabad,2016-10-28,235.963,1
Ahmedabad,2016-10-29,365.342,1
Ahmedabad,2016-10-30,318.899,1
Ahmedabad,2016-11-01,333.405,1
Ahmedabad,2016-11-02,203.295,1
Ahmedabad,2016-11-03,152.026,1
Ahmedabad,2017-10-11,62.901,1
Ahmedabad,2017-10-21,126.567,1
Ahmedabad,2017-10-22,59.258,0
Ahmedabad,2017-10-23,51.721,0
Ahmedabad,2017-10-24,67.4,1
Ahmedabad,2017-10-25,79.492,1
Ahmedabad,2017-10-26,112.25,1
Ahmedabad,2017-10-27,133.071,1
Ahmedabad,2017-10-28,93.962,1
Ahmedabad,2017-11-03,96.648,1
Ahmedabad,2017-11-04,107.09,1
Ahmedabad,2017-11-05,119.016,1
Ahmedabad,2017-11-06,83.862,1
Ahmedabad,2017-11-07,72.671,1
Ahmedabad,2017-11-08,94.321,1
Ahmedabad,2017-11-09,89.004,1
Ahmedabad,2017-11-10,85.346,1
Ahmedabad,2017-11-11,101.246,1
Ahmedabad,2017-11-12,90.017,1
Ahmedabad,2017-11-13,122.765,1
Ahmedabad,2017-11-14,207.187,1
Ahmedabad,2017-11-15,148.83,1
Ahmedabad,2017-11-16,85.32,1
Ahmedabad,2017-11-17,143.075,1
Ahmedabad,2017-11-18,140.884,1
Ahmedabad,2017-11-19,99.77,1
Ahmedabad,2017-11-20,119.99,1
Ahmedabad,2017-11-21,111.924,1
Ahmedabad,2017-11-22,96.514,1
Ahmedabad,2017-11-23,80.52,1
Ahmedabad,2017-11-24,92.805,1
Ahmedabad,2017-11-25,102.257,1
Ahmedabad,2017-11-26,108.185,1
Ahmedabad,2017-11-27,93.872,1
Ahmedabad,2017-11-28,109.527,1
Ahmedabad,2017-11-29,79.335,1
Ahmedabad,2017-11-30,93.055,1
Ahmedabad,2017-12-01,85.505,1
Ahmedabad,2017-12-02,80.885,1
Ahmedabad,2017-12-03,58.617,0
Ahmedabad,2017-12-04,68.525,1
Ahmedabad,2017-12-05,81.38,1
Ahmedabad,2017-12-06,56.544,0
Ahmedabad,2017-12-07,74.085,1
Ahmedabad,2017-12-09,86.093,1
Ahmedabad,2017-12-10,59.742,0
Ahmedabad,2017-12-11,87.131,1
Ahmedabad,2017-12-12,52.154,0
Ahmedabad,2017-12-13,67.508,1
Ahmedabad,2017-12-14,70.082,1
Ahmedabad,2017-12-15,86.9,1
Ahmedabad,2017-12-16,77.246,1
Ahmedabad,2017-12-17,65.934,1
Ahmedabad,2017-12-18,66.581,1
Ahmedabad,2017-12-19,62.236,1
Ahmedabad,2017-12-20,62.074,1
Ahmedabad,2017-12-21,72.041,1
Ahmedabad,2017-12-22,67.443,1
Ahmedabad,2017-12-23,77.76,1
Ahmedabad,2017-12-24,96.715,1
Ahmedabad,2017-12-25,75.143,1
Ahmedabad,2017-12-26,69.267,1
Ahmedabad,2017-12-27,71.543,1
Ahmedabad,2017-12-28,104.127,1
Ahmedabad,2017-12-29,88.929,1
Ahmedabad,2017-12-30,82.032,1
Ahmedabad,2017-12-31,84.432,1
Ahmedabad,2018-01-01,84.457,1
Ahmedabad,2018-01-02,76.508,1
Ahmedabad,2018-01-03,63.882,1
Ahmedabad,2018-01-04,81.098,1
Ahmedabad,2018-01-05,73.608,1
Ahmedabad,2018-01-06,75.791,1
Ahmedabad,2018-01-07,77.87,1
Ahmedabad,2018-01-08,77.722,1
Ahmedabad,2018-01-09,66.889,1
Ahmedabad,2018-01-10,74.567,1
Ahmedabad,2018-01-11,89.095,1
Ahmedabad,2018-01-12,105.305,1
Ahmedabad,2018-01-13,82.53,1
Ahmedabad,2018-01-14,109.834,1
Ahmedabad,2018-01-15,92.94,1
Ahmedabad,2018-01-16,87.299,1
Ahmedabad,2018-01-17,89.06,1
Ahmedabad,2018-01-18,51.614,0
Ahmedabad,2018-01-21,108.923,1
Ahmedabad,2018-01-22,89.632,1
Ahmedabad,2018-01-23,55.27,0
Ahmedabad,2018-01-24,97.878,1
Ahmedabad,2018-01-25,128.564,1
Ahmedabad,2018-01-26,103.628,1
Ahmedabad,2018-01-27,102.16,1
Ahmedabad,2018-01-28,89.528,1
Ahmedabad,2018-01-29,101.915,1
Ahmedabad,2018-01-30,117.991,1
Ahmedabad,2018-01-31,115.788,1
Ahmedabad,2018-02-01,189.115,1
Ahmedabad,2018-02-02,88.367,1
Ahmedabad,2018-02-03,96.639,1
Ahmedabad,2018-02-04,98.0,1
Ahmedabad,2018-02-05,93.309,1
Ahmedabad,2018-02-06,104.893,1
Ahmedabad,2018-02-07,109.341,1
Ahmedabad,2018-02-08,70.248,1
Ahmedabad,2018-02-09,103.17,1
Ahmedabad,2018-02-10,185.769,1
Ahmedabad,2018-02-11,84.483,1
Ahmedabad,2018-02-12,89.408,1
Ahmedabad,2018-02-13,64.61,1
Ahmedabad,2018-02-15,52.178,0
Ahmedabad,2018-02-16,75.125,1
Ahmedabad,2018-02-17,83.648,1
Ahmedabad,2018-02-18,220.494,1
Ahmedabad,2018-02-19,240.923,1
Ahmedabad,2018-02-20,112.42,1
Ahmedabad,2018-02-21,92.921,1
Ahmedabad,2018-02-22,91.663,1
Ahmedabad,2018-02-26,49.175,0
Ahmedabad,2018-02-27,56.421,0
Ahmedabad,2018-02-28,60.363,1
Ahmedabad,2018-03-01,54.45,0
Ahmedabad,2018-03-02,53.5,0
Ahmedabad,2018-03-03,41.637,0
Ahmedabad,2018-03-04,32.358,0
Ahmedabad,2018-03-05,29.983,0
Ahmedabad,2018-03-06,33.252,0
Ahmedabad,2018-03-07,51.822,0
Ahmedabad,2018-03-08,88.848,1
Ahmedabad,2018-03-09,111.682,1
Ahmedabad,2018-03-10,114.055,1
Ahmedabad,2018-03-11,116.927,1
Ahmedabad,2018-03-12,84.189,1
Ahmedabad,2018-03-13,98.532,1
Ahmedabad,2018-03-14,84.165,1
Ahmedabad,2018-03-15,71.824,1
Ahmedabad,2018-03-16,80.512,1
Ahmedabad,2018-03-17,133.477,1
Ahmedabad,2018-03-18,116.537,1
Ahmedabad,2018-03-19,98.491,1
Ahmedabad,2018-03-20,160.682,1
Ahmedabad,2018-03-21,102.048,1
Ahmedabad,2018-03-22,100.33,1
Ahmedabad,2018-03-23,99.733,1
Ahmedabad,2018-03-24,104.22,1
Ahmedabad,2018-03-25,109.795,1
Ahmedabad,2018-03-26,124.443,1
Ahmedabad,2018-03-27,180.272,1
Ahmedabad,2018-03-28,138.603,1
Ahmedabad,2018-03-30,154.089,1
Ahmedabad,2018-04-01,80.561,1
Ahmedabad,2018-04-02,103.748,1
Ahmedabad,2018-04-03,75.678,1
Ahmedabad,2018-04-04,62.826,1
Ahmedabad,2018-04-05,104.228,1
Ahmedabad,2018-04-06,91.036,1
Ahmedabad,2018-04-07,90.131,1
Ahmedabad,2018-04-08,160.428,1
Ahmedabad,2018-04-09,94.55,1
Ahmedabad,2018-04-10,124.588,1
Ahmedabad,2018-04-11,92.504,1
Ahmedabad,2018-04-12,86.29,1
Ahmedabad,2018-04-14,88.496,1
Ahmedabad,2018-04-15,84.467,1
Ahmedabad,2018-04-16,76.538,1
Ahmedabad,2018-04-18,59.96,0
Ahmedabad,2018-04-19,53.133,0
Ahmedabad,2018-04-20,71.304,1
Ahmedabad,2018-04-22,78.183,1
Ahmedabad,2018-04-23,57.192,0
Ahmedabad,2018-04-24,59.662,0
Ahmedabad,2018-04-25,116.08,1
Ahmedabad,2018-04-26,74.475,1
Ahmedabad,2018-04-27,81.112,1
Ahmedabad,2018-04-28,98.905,1
Ahmedabad,2018-04-29,39.972,0
Ahmedabad,2018-04-30,49.619,0
Ahmedabad,2018-05-01,63.064,1
Ahmedabad,2018-05-02,46.175,0
Ahmedabad,2018-05-03,61.238,1
Ahmedabad,2018-05-04,41.813,0
Ahmedabad,2018-05-05,55.093,0
Ahmedabad,2018-05-06,65.537,1
Ahmedabad,2018-05-07,41.036,0
Ahmedabad,2018-05-08,49.714,0
Ahmedabad,2018-05-09,44.751,0
Ahmedabad,2018-05-10,45.843,0
Ahmedabad,2018-05-11,74.346,1
Ahmedabad,2018-05-12,44.788,0
Ahmedabad,2018-05-13,50.163,0
Ahmedabad,2018-05-14,49.072,0
Ahmedabad,2018-05-15,46.064,0
Ahmedabad,2018-05-16,52.95,0
Ahmedabad,2018-05-17,53.388,0
Ahmedabad,2018-05-18,59.439,0
Ahmedabad,2018-05-19,71.006,1
Ahmedabad,2018-05-20,59.984,0
Ahmedabad,2018-05-21,50.699,0
Ahmedabad,2018-05-22,68.91,1
Ahmedabad,2018-05-23,61.53,1
Ahmedabad,2018-05-24,67.029,1
Ahmedabad,2018-05-25,43.366,0
Ahmedabad,2018-05-26,60.048,1
Ahmedabad,2018-05-27,56.932,0
Ahmedabad,2018-05-28,44.14,0
Ahmedabad,2018-06-01,78.156,1
Ahmedabad,2018-06-02,83.269,1
Ahmedabad,2018-06-03,63.785,1
Ahmedabad,2018-06-04,50.27,0
Ahmedabad,2018-06-05,51.538,0
Ahmedabad,2018-06-06,54.349,0
Ahmedabad,2018-06-07,53.592,0
Ahmedabad,2018-06-08,55.769,0
Ahmedabad,2018-06-09,63.581,1
Ahmedabad,2018-06-11,78.246,1
Ahmedabad,2018-06-12,77.844,1
Ahmedabad,2018-06-13,69.988,1
Ahmedabad,2018-06-14,78.701,1
Ahmedabad,2018-06-15,59.964,0
Ahmedabad,2018-06-16,48.274,0
Ahmedabad,2018-06-17,44.814,0
Ahmedabad,2018-06-18,55.208,0
Ahmedabad,2018-06-19,40.888,0
Ahmedabad,2018-06-20,41.592,0
Ahmedabad,2018-06-21,39.023,0
Ahmedabad,2018-06-22,31.712,0
Ahmedabad,2018-06-23,39.419,0
Ahmedabad,2018-06-25,51.631,0
Ahmedabad,2018-06-26,38.125,0
Ahmedabad,2018-06-27,27.787,0
Ahmedabad,2018-06-28,36.271,0
Ahmedabad,2018-06-29,76.406,1
Ahmedabad,2018-06-30,62.722,1
Ahmedabad,2018-07-01,48.123,0
Ahmedabad,2018-07-02,36.797,0
Ahmedabad,2018-07-03,41.369,0
Ahmedabad,2018-07-04,350.569,1
Ahmedabad,2018-07-05,37.147,0
Ahmedabad,2018-07-06,59.762,0
Ahmedabad,2018-07-07,71.936,1
Ahmedabad,2018-07-08,47.665,0
Ahmedabad,2018-07-09,55.907,0
Ahmedabad,2018-07-10,72.063,1
Ahmedabad,2018-07-11,123.872,1
Ahmedabad,2018-07-12,127.365,1
Ahmedabad,2018-07-13,36.421,0
Ahmedabad,2018-07-14,40.967,0
Ahmedabad,2018-07-15,33.379,0
Ahmedabad,2018-07-16,33.508,0
Ahmedabad,2018-07-17,29.563,0
Ahmedabad,2018-07-18,21.885,0
Ahmedabad,2018-07-19,44.873,0
Ahmedabad,2018-07-20,33.165,0
Ahmedabad,2018-07-21,45.252,0
Ahmedabad,2018-07-22,48.955,0
Ahmedabad,2018-07-23,42.895,0
Ahmedabad,2018-07-24,48.357,0
Ahmedabad,2018-07-25,51.7,0
Ahmedabad,2018-07-26,43.185,0
Ahmedabad,2018-07-27,35.795,0
Ahmedabad,2018-07-28,37.764,0
Ahmedabad,2018-07-29,38.104,0
Ahmedabad,2018-07-30,39.429,0
Ahmedabad,2018-07-31,51.776,0
Ahmedabad,2018-08-01,63.402,1
Ahmedabad,2018-08-02,58.212,0
Ahmedabad,2018-08-03,47.827,0
Ahmedabad,2018-08-04,53.635,0
Ahmedabad,2018-08-05,48.181,0
Ahmedabad,2018-08-07,41.21,0
Ahmedabad,2018-08-08,37.33,0
Ahmedabad,2018-08-09,28.738,0
Ahmedabad,2018-08-10,34.049,0
Ahmedabad,2018-08-11,28.94,0
Ahmedabad,2018-08-12,25.062,0
Ahmedabad,2018-08-13,32.052,0
Ahmedabad,2018-08-14,44.018,0
Ahmedabad,2018-08-15,48.734,0
Ahmedabad,2018-08-16,43.543,0
Ahmedabad,2018-08-17,28.664,0
Ahmedabad,2018-08-18,31.01,0
Ahmedabad,2018-08-19,33.953,0
Ahmedabad,2018-08-20,33.698,0
Ahmedabad,2018-08-21,48.205,0
Ahmedabad,2018-08-22,40.662,0
Ahmedabad,2018-08-23,38.65,0
Ahmedabad,2018-08-24,49.544,0
Ahmedabad,2018-08-25,33.195,0
Ahmedabad,2018-08-26,34.518,0
Ahmedabad,2018-08-27,44.565,0
Ahmedabad,2018-08-28,58.917,0
Ahmedabad,2018-08-29,51.027,0
Ahmedabad,2018-08-30,45.77,0
Ahmedabad,2018-08-31,38.219,0
Ahmedabad,2018-09-01,34.437,0
Ahmedabad,2018-09-06,22.136,0
Ahmedabad,2018-09-07,19.662,0
Ahmedabad,2018-09-08,22.297,0
Ahmedabad,2018-09-09,22.329,0
Ahmedabad,2018-09-10,18.542,0
Ahmedabad,2018-09-11,17.905,0
Ahmedabad,2018-09-12,16.283,0
Ahmedabad,2018-09-13,21.064,0
Ahmedabad,2018-09-14,20.816,0
Ahmedabad,2018-09-15,18.18,0
Ahmedabad,2018-09-16,21.406,0
Ahmedabad,2018-09-17,24.514,0
Ahmedabad,2018-09-18,28.15,0
Ahmedabad,2018-09-19,23.655,0
Ahmedabad,2018-09-20,25.315,0
Ahmedabad,2018-09-21,25.871,0
Ahmedabad,2018-09-22,22.62,0
